index	committee	date	subject
10	Business & Economic Development Public Roundtable	Wed, 19 Jun 2019 10:30:00 	
			http://lims.dccouncil.us/Legislation/PR23-0300
			, “Alcoholic Beverage Regulation Control Board Donovan W. Anderson Confirmation Resolution of 2019”
			http://lims.dccouncil.us/Legislation/PR23-0301
			, “Alcoholic Beverage Regulation Control Board Bobby Cato, Jr. Confirmation Resolution of 2019”
			http://lims.dccouncil.us/Legislation/PR23-0344
			, “Alcoholic Beverage Regulation Control Board Rafi Aliya Crocket Confirmation Resolution of 2019”
11	Government Operations Public Hearing	Wed, 19 Jun 2019 14:30:00 	
			http://lims.dccouncil.us/Legislation/B23-0201
			 – Office of the Caribbean Establishment Act of 2019
12	Health Public Oversight Hearing	Thu, 20 Jun 2019 11:30:00 	
			The Not-For-Profit Hospital Corporation
13	Judiciary and Public Safety Public Hearing	Mon, 24 Jun 2019 10:30:00 	
			http://lims.dccouncil.us/Legislation/B23-0083
			 – the “Vulnerable User Collision Recovery Amendment Act of 2019,”
			http://lims.dccouncil.us/Legislation/B23-0134
			 – the “Community Harassment Prevention Amendment Act of 2019,”
			http://lims.dccouncil.us/Legislation/B23-0253
			 – the “Alternative Service of Process of District of Columbia Residents Amendment Act of 2019,” and
			http://lims.dccouncil.us/Legislation/B23-0300
			 – the “Antitrust Remedies Amendment Act of 2019.”
14	Legislative Meeting	Tue, 25 Jun 2019 10:00:00 	
			NoneType
15	Committee of the Whole Public Roundtable	Tue, 25 Jun 2019 14:00:00 	
			http://lims.dccouncil.us/Legislation/PR23-0334
16	Committee of the Whole Public Oversight Roundtable	Tue, 25 Jun 2019 15:00:00 	
			District of Columbia’s Office of Inspector General Report “Department of Consumer and Regulatory Affairs: Civil Infractions Program Lacked a Strong Internal Control Environment”
17	Committee of the Whole & Education Joint Public Hearing	Wed, 26 Jun 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0046
			 – the “At-Risk School Funding Transparency Amendment Act of 2019”
			http://lims.dccouncil.us/Legislation/B23-0239
			 – the “School Based Budgeting and Transparency Amendment Act of 2019”
18	Business & Economic Development Public Hearing	Wed, 26 Jun 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0210
			 – the “Manufacturer’s Satellite Taverns Amendment Act of 2019,”
			http://lims.dccouncil.us/Legislation/B23-0227
			 – the “Alcoholic Beverage Enforcement Amendment Act of 2019,”
			http://lims.dccouncil.us/Legislation/B23-0277
			 – the “Manufacturer and Pub Permit Parity Amendment Act of 2019,”
			http://lims.dccouncil.us/Legislation/B23-0254
			 – the “Alcoholic Beverage Control Board License Categories, Endorsements and Hourly Percentage Rate Amendment Act of 2019,” and
			http://lims.dccouncil.us/Legislation/B23-0255
			 – the “Alcoholic Beverage Procedural and Technical Amendment Act of 2019.”
19	Health Public Hearing	Wed, 26 Jun 2019 11:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0171
			, “Minor Consent for Vaccinations Amendment Act of 2019”
			http://lims.dccouncil.us/Legislation/B23-0187
			, “Community Health Investment Act of 2019”
			http://lims.dccouncil.us/Legislation/B23-0261
			, “Electronic Medical Order for Scope pf Treatment Registry Amendment Act of 2019”
			http://lims.dccouncil.us/Legislation/B23-0269
			, “Health Care Reporting Amendment Act of 2019”
			http://lims.dccouncil.us/Legislation/B23-0275
			, “Clinics Licensing Amendment Act of 2019”
20	Judiciary and Public Safety Public Hearing	Thu, 27 Jun 2019 10:00:00 	
			NoneType
21	Committee of the Whole & Education Public Roundtable	Thu, 27 Jun 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/PR23-0221
			http://lims.dccouncil.us/Legislation/PR23-0222
			http://lims.dccouncil.us/Legislation/PR23-0342
1	Committee of the Whole Public Hearing	Thu, 27 Jun 2019 11:30:00 	
			http://lims.dccouncil.us/Legislation/B23-0216
			, Wells Middle School Designation Act of 2019;
			http://lims.dccouncil.us/Legislation/B23-0263
			, Lorraine Whitlock Elementary School Designation Act of 2019
2	Committee of the Whole Public Hearing	Thu, 27 Jun 2019 11:30:00 	
			http://lims.dccouncil.us/Legislation/B23-0216
			, Wells Middle School Designation Act of 2019;
			http://lims.dccouncil.us/Legislation/B23-0263
			, Lorraine Whitlock Elementary School Designation Act of 2019
3	Human Services Additional Meeting	Mon, 01 Jul 2019 11:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0203
			http://lims.dccouncil.us/Legislation/B23-0097
4	Labor & Workforce Development Public Hearing	Mon, 01 Jul 2019 13:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0133
			 – the “Supporting Essential Workers Unemployment Insurance Amendment Act of 2019”
5	Transportation and the Environment Public Hearing	Tue, 02 Jul 2019 11:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0232
			http://lims.dccouncil.us/Legislation/B23-0248
6	Judiciary and Public Safety Public Roundtable	Tue, 02 Jul 2019 13:00:00 	
			http://lims.dccouncil.us/Legislation/PR23-0333
			 – the “District of Columbia Board of Elections Karyn Greenfield Confirmation Resolution of 2019”
7	Government Operations Public Hearing	Mon, 08 Jul 2019 11:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0073
8	Committee of the Whole Meeting	Tue, 09 Jul 2019 08:00:00 	
			NoneType
9	Legislative Meeting	Tue, 09 Jul 2019 10:00:00 	
			NoneType
10	Health Public Oversight Hearing	Wed, 10 Jul 2019 10:00:00 	
			The Not-For-Profit Hospital Corporation
11	Human Services & Housing & Neighborhood Revitalization Public Hearing	Thu, 11 Jul 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0180
			, “On-Site Services Act of 2019”
12	Judiciary and Public Safety Public Hearing	Thu, 11 Jul 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0039
			 – the “Special Education Rights for Youth Defendants Amendment Act of 2019” and
			http://lims.dccouncil.us/Legislation/B23-0095
			 – the “Protecting Children Through Mandatory Reporting Amendment Act of 2019”
13	Recreation and Youth Affairs Public Hearing	Thu, 11 Jul 2019 11:00:00 	
			NoneType
14	Labor & Workforce Development Public Oversight Roundtable	Thu, 11 Jul 2019 13:00:00 	
			“Implementation of Law 21-264, The Universal Paid Leave Act Amendment Act of 2016”
15	Legislative Meeting	Tue, 17 Sep 2019 10:00:00 	
			NoneType
16	Committee of the Whole Meeting	Tue, 17 Sep 2019 10:00:00 	
			NoneType
17	Committee of the Whole & Education Public Hearing	Wed, 02 Oct 2019 10:00:00 	
			http://lims.dccouncil.us/Legislation/B23-0199
			http://lims.dccouncil.us/Legislation/B23-0281
18	Legislative Meeting	Tue, 08 Oct 2019 10:00:00 	
			NoneType
19	Committee of the Whole Meeting	Tue, 22 Oct 2019 10:00:00 	
			NoneType
20	Legislative Meeting	Tue, 05 Nov 2019 10:00:00 	
			NoneType
21	Committee of the Whole Meeting	Tue, 19 Nov 2019 10:00:00 	
			NoneType
1	Legislative Meeting	Tue, 03 Dec 2019 10:00:00 	
			<a class="button-text-link text--large" href="http://dccouncil.us/events/list/?tribe_event_display=list&amp;tribe_paged=2"> ‹ Past Events </a>
2	Legislative Meeting	Tue, 03 Dec 2019 10:00:00 	
			NoneType
3	Committee of the Whole Meeting	Tue, 17 Dec 2019 10:00:00 	
			NoneType
1	missing-committee	NONETYPE	
			<a class="button-text-link text--large" href="http://dccouncil.us/events/list/?tribe_event_display=list&amp;tribe_paged=3"> ‹ Past Events </a>
